Winner: red
Win side: red
Text: Black loses the game. Red wins!
History:
(9, 1, 7, 2, 0)
(2, 7, 5, 7, 0)
(9, 7, 7, 6, 0)
(0, 3, 1, 4, 0)
(6, 6, 5, 6, 0)
(1, 4, 2, 3, 0)
(7, 6, 5, 7, -5)
(0, 6, 2, 8, 0)
(7, 1, 3, 1, 0)
(3, 8, 4, 8, 0)
(9, 8, 8, 8, 0)
(0, 0, 2, 0, 0)
(3, 1, 0, 1, -4)
(0, 2, 2, 4, 0)
(9, 0, 9, 1, 0)
(2, 0, 1, 0, 0)
(9, 1, 2, 1, -5)
(1, 0, 1, 6, 0)
(2, 1, 2, 3, -2)
(3, 2, 4, 2, 0)
(2, 3, 2, 4, -3)
(0, 4, 0, 3, 0)
(8, 8, 8, 3, 0)
(1, 6, 1, 3, 0)
(7, 7, 0, 7, -4)
(0, 8, 0, 7, 5)
(8, 3, 1, 3, -6)
(0, 3, 1, 3, 6)
(0, 1, 0, 7, -6)
(0, 5, 1, 4, 0)
(5, 7, 3, 6, -1)
(1, 4, 2, 3, 0)
(3, 6, 2, 8, -3)
(2, 3, 1, 4, 0)
(2, 4, 3, 4, -1)
(1, 4, 0, 3, 0)
(3, 4, 3, 3, 0)
(1, 3, 1, 4, 0)
(3, 3, 0, 3, -2)
(4, 2, 5, 2, 0)
(6, 2, 5, 2, -1)
(1, 4, 2, 4, 0)
(2, 8, 3, 6, 0)
(2, 4, 1, 4, 0)
(5, 2, 4, 2, 0)
(4, 8, 5, 8, 0)
(6, 8, 5, 8, -1)
(3, 0, 4, 0, 0)
(5, 8, 4, 8, 0)
(4, 0, 5, 0, 0)
(6, 0, 5, 0, -1)
