Winner: red
Win side: red
Text: Black loses the game. Red wins!
History:
(9, 1, 7, 2, 0)
(3, 2, 4, 2, 0)
(9, 7, 7, 6, 0)
(0, 7, 2, 6, 0)
(7, 1, 3, 1, 0)
(3, 0, 4, 0, 0)
(9, 8, 8, 8, 0)
(0, 0, 2, 0, 0)
(3, 1, 0, 1, -4)
(0, 8, 1, 8, 0)
(9, 0, 9, 1, 0)
(2, 1, 3, 1, 0)
(9, 1, 3, 1, -5)
(1, 8, 0, 8, 0)
(3, 1, 3, 2, 0)
(2, 6, 0, 7, 0)
(3, 2, 3, 4, -1)
(0, 5, 1, 4, 0)
(9, 2, 7, 4, 0)
(2, 7, 3, 7, 0)
(3, 4, 3, 6, -1)
(2, 0, 1, 0, 0)
(3, 6, 0, 6, -3)
(1, 4, 0, 5, 0)
(0, 6, 0, 7, -4)
(3, 7, 1, 7, 0)
(0, 7, 0, 8, -6)
(1, 0, 1, 5, 0)
(0, 8, 1, 8, 0)
(1, 5, 5, 5, 0)
(1, 8, 1, 7, -5)
(5, 5, 7, 5, 0)
(7, 7, 7, 5, -6)
(0, 5, 1, 4, 0)
(1, 7, 4, 7, 0)
(4, 2, 5, 2, 0)
(6, 2, 5, 2, -1)
(4, 0, 5, 0, 0)
(4, 7, 0, 7, 0)
(1, 4, 0, 5, 0)
(6, 0, 5, 0, -1)
(3, 8, 4, 8, 0)
(5, 2, 4, 2, 0)
(4, 8, 5, 8, 0)
(6, 8, 5, 8, -1)
(0, 4, 1, 4, 0)
(0, 7, 0, 5, -2)
(1, 4, 1, 3, 0)
(0, 5, 0, 3, -2)
(1, 3, 1, 4, 0)
(0, 3, 0, 2, -3)
(1, 4, 1, 5, 0)
(5, 8, 4, 8, 0)
(1, 5, 2, 5, 0)
(5, 0, 4, 0, 0)
(2, 5, 2, 4, 0)
(6, 6, 5, 6, 0)
(2, 4, 2, 5, 0)
(5, 6, 4, 6, 0)
(2, 5, 2, 4, 0)
(4, 6, 4, 5, 0)
(2, 4, 2, 3, 0)
(4, 5, 3, 5, 0)
(2, 3, 1, 3, 0)
(0, 2, 0, 4, 0)
(1, 3, 2, 3, 0)
(0, 4, 1, 4, 0)
