Winner: black
Win side: black
Text: Red loses the game. Black wins!
History:
(7, 1, 7, 0, 0)
(0, 7, 2, 6, 0)
(9, 5, 8, 4, 0)
(0, 0, 1, 0, 0)
(7, 0, 7, 5, 0)
(1, 0, 1, 3, 0)
(7, 5, 7, 0, 0)
(1, 3, 6, 3, 0)
(7, 7, 7, 2, 0)
(6, 3, 6, 2, 1)
(9, 0, 8, 0, 0)
(0, 8, 1, 8, 0)
(8, 0, 8, 2, 0)
(1, 8, 1, 3, 0)
(7, 2, 7, 6, 0)
(6, 2, 8, 2, 6)
(6, 6, 5, 6, 0)
(8, 2, 9, 2, 3)
(7, 6, 7, 2, 0)
(9, 2, 9, 1, 4)
(7, 2, 7, 3, 0)
(0, 3, 1, 4, 0)
(7, 3, 7, 7, 0)
(2, 1, 2, 4, 0)
(6, 4, 5, 4, 0)
(2, 4, 5, 4, 1)
(9, 6, 7, 4, 0)
(1, 3, 9, 3, 2)
