Winner: black
Win side: black
Text: Red loses the game. Black wins!
History:
(7, 1, 8, 1, 0)
(2, 7, 9, 7, 4)
(7, 7, 7, 3, 0)
(9, 7, 6, 7, 0)
(8, 1, 0, 1, -4)
(0, 0, 0, 1, 5)
(9, 0, 8, 0, 0)
(6, 7, 6, 4, 1)
(7, 3, 7, 6, 0)
(2, 1, 2, 2, 0)
(8, 0, 8, 6, 0)
(0, 1, 9, 1, 4)
(7, 6, 7, 1, 0)
(9, 1, 7, 1, 5)
(8, 6, 8, 7, 0)
(0, 7, 2, 6, 0)
(8, 7, 9, 7, 0)
(7, 1, 7, 6, 0)
(9, 4, 8, 4, 0)
(0, 8, 1, 8, 0)
(9, 7, 1, 7, 0)
(7, 6, 8, 6, 0)
(8, 4, 9, 4, 0)
(1, 8, 1, 7, 6)
(6, 6, 5, 6, 0)
(2, 2, 6, 2, 1)
(5, 6, 4, 6, 0)
(3, 6, 4, 6, 1)
(9, 8, 7, 8, 0)
(8, 6, 9, 6, 3)
(7, 8, 7, 6, 0)
(9, 6, 7, 6, 6)
(9, 4, 8, 4, 0)
(7, 6, 7, 3, 0)
(9, 2, 7, 0, 0)
(7, 3, 9, 3, 2)
(6, 8, 5, 8, 0)
(9, 3, 9, 5, 2)
(8, 4, 8, 3, 0)
(1, 7, 8, 7, 0)
(8, 3, 7, 3, 0)
(9, 5, 7, 5, 0)
