Winner: red
Win side: red
Text: Black loses the game. Red wins!
History:
(9, 1, 7, 2, 0)
(2, 7, 2, 3, 0)
(7, 7, 7, 4, 0)
(2, 3, 2, 5, 0)
(7, 1, 0, 1, -4)
(2, 5, 4, 5, 0)
(9, 0, 9, 1, 0)
(2, 1, 4, 1, 0)
(9, 1, 4, 1, -5)
(4, 5, 8, 5, 0)
(9, 8, 8, 8, 0)
(3, 8, 4, 8, 0)
(8, 8, 8, 5, -5)
(0, 5, 1, 4, 0)
(8, 5, 8, 7, 0)
(0, 0, 0, 1, 5)
(7, 4, 3, 4, -1)
(1, 4, 2, 3, 0)
(4, 1, 0, 1, -6)
(3, 0, 4, 0, 0)
(8, 7, 2, 7, 0)
(3, 2, 4, 2, 0)
(0, 1, 0, 2, -3)
(0, 8, 3, 8, 0)
(3, 4, 3, 8, -6)
(4, 0, 5, 0, 0)
(2, 7, 0, 7, -4)
(4, 8, 5, 8, 0)
(0, 7, 0, 6, -3)
(0, 4, 1, 4, 0)
(0, 6, 0, 3, -2)
(1, 4, 2, 4, 0)
(0, 3, 0, 4, 0)
(2, 4, 2, 5, 0)
(6, 8, 5, 8, -1)
(5, 0, 6, 0, 1)
(7, 2, 6, 0, -1)
(2, 3, 1, 4, 0)
(0, 4, 1, 4, -2)
(4, 2, 5, 2, 0)
(0, 2, 2, 2, 0)
