Winner: black
Win side: black
Text: Red loses the game. Black wins!
History:
(9, 2, 7, 4, 0)
(0, 1, 2, 2, 0)
(9, 1, 7, 2, 0)
(0, 7, 2, 6, 0)
(9, 5, 8, 4, 0)
(0, 0, 1, 0, 0)
(7, 1, 9, 1, 0)
(1, 0, 1, 3, 0)
(6, 2, 5, 2, 0)
(2, 1, 7, 1, 0)
(8, 4, 9, 5, 0)
(1, 3, 6, 3, 0)
(6, 8, 5, 8, 0)
(0, 8, 1, 8, 0)
(6, 4, 5, 4, 0)
(6, 3, 6, 6, 1)
(9, 0, 8, 0, 0)
(1, 8, 1, 3, 0)
(8, 0, 8, 3, 0)
(1, 3, 8, 3, 6)
(9, 7, 7, 8, 0)
(6, 6, 6, 8, 0)
(9, 8, 8, 8, 0)
(8, 3, 8, 8, 6)
(7, 4, 5, 6, 0)
(7, 1, 7, 7, 5)
(9, 1, 4, 1, 0)
(3, 6, 4, 6, 0)
(7, 2, 9, 1, 0)
(8, 8, 8, 1, 0)
(4, 1, 6, 1, 0)
(8, 1, 9, 1, 4)
(6, 1, 6, 3, 0)
(6, 8, 6, 3, 5)
(9, 4, 8, 4, 0)
(9, 1, 9, 3, 2)
(5, 4, 4, 4, 0)
(9, 3, 9, 5, 2)
(4, 4, 4, 3, 0)
(4, 6, 5, 6, 3)
(4, 3, 3, 3, 0)
(6, 3, 3, 3, 1)
(9, 6, 7, 4, 0)
(9, 5, 9, 8, 0)
(5, 2, 4, 2, 0)
(3, 2, 4, 2, 1)
(7, 4, 9, 2, 0)
(9, 8, 7, 8, 4)
(8, 4, 8, 5, 0)
(7, 8, 8, 8, 0)
(8, 5, 7, 5, 0)
(8, 8, 5, 8, 1)
(7, 5, 7, 4, 0)
(5, 8, 9, 8, 0)
(7, 4, 8, 4, 0)
(9, 8, 9, 2, 3)
(8, 4, 7, 4, 0)
(4, 2, 5, 2, 0)
(6, 0, 5, 0, 0)
(9, 2, 9, 4, 0)
(7, 4, 7, 5, 0)
(5, 6, 5, 5, 0)
(7, 5, 8, 5, 0)
(3, 3, 8, 3, 0)
(8, 5, 7, 5, 0)
(5, 5, 6, 5, 0)
